attack,back,forward,jump,left,right,sneak,sprint,use,drop,inventory,ESC,camera1,camera2,startImage,hotbar
0,0,1,0,0,0,0,0,0,0,0,0,-1.6094986352788734,-1.6094986352788734,3560,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,3561,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3562,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,3563,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3564,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,-3.2153691330919005,3565,1
0,0,1,0,0,0,0,0,0,0,0,0,3.2153691330919005,-10.0,3566,1
0,0,1,0,0,0,0,1,0,0,0,0,-1.6094986352788734,-1.6094986352788734,3567,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,3568,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3569,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,3570,1
0,0,1,0,0,1,0,1,0,0,0,0,-0.6153942662021781,-0.6153942662021781,3571,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3572,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3573,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3574,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3575,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3576,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3577,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3578,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3579,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3580,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3581,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3582,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3583,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3584,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3585,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3586,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3587,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3588,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,5.809483127522302,3589,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,5.809483127522302,3590,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3591,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,3592,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,3593,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3594,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3595,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3596,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,3597,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,3.2153691330919005,3598,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,10.0,3599,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,10.0,3600,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,3.2153691330919005,3601,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-10.0,3602,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,-3.2153691330919005,3603,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3604,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3605,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,3606,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3607,1
0,0,1,1,0,0,0,1,0,0,0,0,0.6153942662021781,-3.2153691330919005,3608,1
0,0,1,1,1,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3609,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,-1.6094986352788734,3610,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,-3.2153691330919005,3611,1
0,0,1,1,0,0,0,1,0,0,0,0,0.6153942662021781,-10.0,3612,1
0,0,1,1,0,0,0,0,0,0,0,0,0.6153942662021781,-10.0,3613,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-3.2153691330919005,3614,1
0,0,1,1,1,0,0,1,0,0,0,0,0.0,-0.6153942662021781,3615,1
0,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,3616,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3617,1
0,0,1,1,1,0,0,1,0,0,0,0,0.0,0.0,3618,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3619,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3620,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3621,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3622,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3623,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.6153942662021781,3624,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,1.6094986352788734,3625,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3626,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3627,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3628,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3629,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3630,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3631,1
0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,3632,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3633,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3634,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3635,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3636,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-5.809483127522302,3637,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-10.0,3638,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3639,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3640,1
0,0,1,1,0,0,0,1,0,0,0,0,-0.6153942662021781,-1.6094986352788734,3641,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,-3.2153691330919005,3642,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,-0.6153942662021781,3643,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-0.6153942662021781,3644,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,-1.6094986352788734,3645,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,-3.2153691330919005,3646,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,3647,1
0,0,1,0,0,1,0,1,0,0,0,0,-0.6153942662021781,-1.6094986352788734,3648,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-3.2153691330919005,3649,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3650,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3651,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3652,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,3653,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,3654,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3655,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3656,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3657,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,3658,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,5.809483127522302,3659,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,3660,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,3661,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3662,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3663,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,3664,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3665,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,3666,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3667,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3668,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3669,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3670,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3671,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3672,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3673,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3674,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3675,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3676,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,3677,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-3.2153691330919005,3678,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3679,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3680,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3681,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3682,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3683,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,3684,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-0.6153942662021781,3685,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,3686,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,3687,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3688,1
1,0,1,0,1,0,0,0,0,0,0,0,0.0,3.2153691330919005,3689,1
1,0,1,0,0,0,0,0,0,0,0,0,-1.6094986352788734,5.809483127522302,3690,1
1,0,0,0,0,0,0,0,0,0,0,0,-1.6094986352788734,0.0,3691,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3692,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3693,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3694,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3695,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3696,1
1,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,3697,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3698,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3699,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3700,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3701,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3702,1
1,0,1,0,0,0,0,0,0,0,0,0,10.0,1.6094986352788734,3703,1
0,0,0,0,0,0,0,0,0,0,0,0,10.0,1.6094986352788734,3704,1
1,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,-0.6153942662021781,3705,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3706,1
1,0,1,0,0,0,0,1,0,0,0,0,1.6094986352788734,-0.6153942662021781,3707,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3708,1
1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3709,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3710,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,0.6153942662021781,3711,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3712,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3713,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,3714,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3715,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3716,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3717,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3718,1
1,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,-3.2153691330919005,3719,1
0,0,0,0,0,0,0,1,0,0,0,0,-1.6094986352788734,-0.6153942662021781,3720,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3721,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3722,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3723,1
0,0,0,0,0,0,0,1,0,0,0,0,-0.6153942662021781,-0.6153942662021781,3724,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3725,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3726,1
1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3727,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3728,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3729,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3730,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3731,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3732,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3733,1
0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3734,1
0,0,1,0,0,1,0,1,0,0,0,0,-5.809483127522302,-5.809483127522302,3735,1
0,0,1,0,0,1,0,1,1,0,0,0,-0.6153942662021781,-10.0,3736,1
0,0,0,0,0,1,0,0,0,0,0,0,-1.6094986352788734,-5.809483127522302,3737,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3738,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3739,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3740,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3741,1
0,0,1,0,0,0,0,1,0,0,0,0,-3.2153691330919005,-1.6094986352788734,3742,1
0,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,-3.2153691330919005,3743,1
1,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3744,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3745,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3746,1
1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3747,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3748,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3749,1
0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3750,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-1.6094986352788734,3751,1
0,0,1,0,0,1,0,1,0,0,0,0,0.6153942662021781,-3.2153691330919005,3752,1
0,0,1,0,0,1,0,1,0,0,0,0,5.809483127522302,5.809483127522302,3753,1
0,0,1,0,0,1,0,1,0,0,0,0,1.6094986352788734,0.0,3754,1
0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3755,1
0,0,0,0,0,1,0,1,0,0,0,0,-1.6094986352788734,-1.6094986352788734,3756,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3757,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3758,1
0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3759,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,3760,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3761,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3762,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3763,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3764,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3765,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3766,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,3767,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,3768,1
0,0,1,0,0,0,0,1,0,0,0,0,-0.6153942662021781,0.0,3769,1
0,0,1,0,0,0,0,1,0,0,0,0,-1.6094986352788734,3.2153691330919005,3770,1
0,0,1,0,0,0,0,1,0,0,0,0,-1.6094986352788734,3.2153691330919005,3771,1
0,0,1,0,0,0,1,0,0,0,0,0,-1.6094986352788734,3.2153691330919005,3772,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,5.809483127522302,3773,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,3.2153691330919005,3774,1
0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,3775,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3776,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3777,1
0,0,1,0,0,0,0,1,0,0,0,0,-0.6153942662021781,1.6094986352788734,3778,1
0,0,0,0,0,0,0,1,0,0,0,0,-10.0,10.0,3779,1
0,1,0,0,0,0,0,1,0,0,0,0,-10.0,10.0,3780,1
0,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,5.809483127522302,3781,1
0,0,1,0,0,1,0,1,0,0,0,0,1.6094986352788734,3.2153691330919005,3782,1
0,0,0,0,0,0,0,0,0,0,0,0,10.0,5.809483127522302,3783,1
0,1,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,-1.6094986352788734,3784,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3785,1
0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,3786,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3787,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3788,1
0,0,1,0,0,0,0,1,0,0,0,0,5.809483127522302,-5.809483127522302,3789,1
0,0,1,0,0,0,0,0,0,0,0,0,5.809483127522302,-3.2153691330919005,3790,1
0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3791,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,-0.6153942662021781,3792,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3793,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-0.6153942662021781,3794,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3795,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3796,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3797,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3798,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3799,1
0,0,1,1,0,0,0,1,0,0,0,0,5.809483127522302,-5.809483127522302,3800,1
0,0,1,0,0,0,0,0,0,0,0,0,5.809483127522302,-10.0,3801,1
0,0,0,0,0,0,0,1,0,0,0,0,1.6094986352788734,-3.2153691330919005,3802,1
0,0,0,0,0,0,0,1,0,0,0,0,1.6094986352788734,-0.6153942662021781,3803,1
0,0,1,0,0,0,0,1,0,0,0,0,1.6094986352788734,-3.2153691330919005,3804,1
0,0,0,0,0,0,0,0,0,0,0,0,-5.809483127522302,-10.0,3805,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,3806,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3807,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,3808,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3809,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3810,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3811,1
0,0,1,0,0,0,0,1,0,0,0,0,3.2153691330919005,-3.2153691330919005,3812,1
0,0,1,0,1,0,0,1,0,0,0,0,3.2153691330919005,-1.6094986352788734,3813,1
0,0,1,0,0,0,0,1,0,0,0,0,3.2153691330919005,-3.2153691330919005,3814,1
0,0,1,0,1,0,0,1,0,0,0,0,1.6094986352788734,0.0,3815,1
0,0,1,0,0,0,0,1,0,0,0,0,3.2153691330919005,10.0,3816,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,3817,1
0,0,0,0,0,0,0,1,0,0,0,0,-3.2153691330919005,3.2153691330919005,3818,1
0,0,0,0,0,0,0,1,0,0,0,0,-10.0,10.0,3819,1
0,0,0,0,0,0,0,1,0,0,0,0,-10.0,10.0,3820,1
0,0,0,0,0,0,0,1,0,0,0,0,-5.809483127522302,-3.2153691330919005,3821,1
1,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,-5.809483127522302,3822,1
0,0,0,0,0,0,0,1,0,0,0,0,-1.6094986352788734,-3.2153691330919005,3823,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,-0.6153942662021781,3824,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3825,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3826,1
0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3827,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3828,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3829,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,3830,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3831,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3832,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3833,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3834,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3835,1
1,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,3836,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3837,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3838,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3839,1
1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3840,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3841,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3842,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3843,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3844,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,-0.6153942662021781,3845,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3846,1
1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3847,1
1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3848,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3849,1
1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3850,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3851,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3852,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3853,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3854,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3855,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3856,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3857,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3858,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3859,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3860,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3861,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3862,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3863,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3864,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3865,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3866,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3867,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3868,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3869,1
0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3870,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3871,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3872,1
0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3873,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3874,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3875,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3876,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3877,1
0,0,1,0,0,0,0,0,0,0,0,0,5.809483127522302,1.6094986352788734,3878,1
0,1,0,0,0,0,0,0,0,0,0,0,10.0,3.2153691330919005,3879,1
0,0,1,1,0,0,0,0,0,0,0,0,10.0,10.0,3880,1
0,0,1,0,0,0,0,1,0,0,0,0,-0.6153942662021781,5.809483127522302,3881,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3882,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3883,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,3884,1
0,0,1,0,0,1,0,1,0,0,0,0,0.0,0.0,3885,1
0,0,1,0,0,0,0,1,0,0,0,0,1.6094986352788734,1.6094986352788734,3886,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,3887,1
0,0,1,0,0,1,0,1,0,0,0,0,10.0,10.0,3888,1
0,0,1,0,0,0,0,1,0,0,0,0,5.809483127522302,3.2153691330919005,3889,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3890,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,5.809483127522302,3891,1
0,0,0,0,0,0,0,0,0,0,0,0,-1.6094986352788734,10.0,3892,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3893,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3894,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,3895,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3896,1
0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,3897,1
0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,3898,1
0,0,0,0,0,0,0,0,0,0,1,0,-3.2153691330919005,-10.0,3899,1
0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.6094986352788734,3900,1
0,0,0,0,0,0,0,0,0,0,1,0,0.6153942662021781,1.6094986352788734,3901,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,0.0,3902,1
0,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,-1.6094986352788734,3903,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,3904,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,3905,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,3906,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,3907,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,-1.6094986352788734,3908,1
